model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR,n_reachable,n_test,denominator_corrected
TRANP-CNN,localstack/localstack,numpy/numpy,CP-cold-start,0.0,0.0,0.0,0.0032,0.0026,69.0,161.0,yes
TRANP-CNN,localstack/localstack,numpy/numpy,CP-transfer,0.0311,0.1304,0.1988,0.0778,0.0832,69.0,161.0,yes
TRANP-CNN,ipython/ipython,docker/compose,WP-small,0.2906,0.6923,0.7607,0.406,0.4805,116.0,117.0,yes
TRANP-CNN,ipython/ipython,docker/compose,WP-large,0.2393,0.6923,0.8547,0.3928,0.454,116.0,117.0,yes
TRANP-CNN,ipython/ipython,docker/compose,CP-cold-start,0.0,0.0,0.0,0.0109,0.008,116.0,117.0,yes
TRANP-CNN,ipython/ipython,docker/compose,CP-transfer,0.265,0.7179,0.7692,0.3926,0.4657,116.0,117.0,yes
TRANP-CNN,docker/compose,ipython/ipython,WP-small,0.0178,0.0828,0.1479,0.056,0.0645,98.0,169.0,yes
TRANP-CNN,docker/compose,ipython/ipython,WP-large,0.0355,0.1243,0.2249,0.0749,0.0915,98.0,169.0,yes
TRANP-CNN,docker/compose,ipython/ipython,CP-cold-start,0.0,0.0,0.0,0.0059,0.0055,98.0,169.0,yes
TRANP-CNN,docker/compose,ipython/ipython,CP-transfer,0.0355,0.1361,0.2189,0.0794,0.0913,98.0,169.0,yes
TRANP-CNN,ipython/ipython,qiskit/qiskit,WP-small,0.0699,0.1875,0.2537,0.1012,0.1217,119.0,272.0,yes
TRANP-CNN,ipython/ipython,qiskit/qiskit,WP-large,0.0662,0.1875,0.2574,0.101,0.1265,119.0,272.0,yes
TRANP-CNN,ipython/ipython,qiskit/qiskit,CP-cold-start,0.0037,0.0368,0.0919,0.0317,0.0324,119.0,272.0,yes
TRANP-CNN,ipython/ipython,qiskit/qiskit,CP-transfer,0.0772,0.1654,0.239,0.1017,0.1297,119.0,272.0,yes
BLAZE,ipython/ipython,qiskit/qiskit,WP-large,0.3272,0.5919,0.6912,0.3834,0.4521,269.0,272.0,yes
BLAZE,ipython/ipython,qiskit/qiskit,CP-cold-start,0.1287,0.3272,0.4154,0.1781,0.2335,269.0,272.0,yes
BLAZE,ipython/ipython,qiskit/qiskit,CP-transfer,0.3199,0.5515,0.6618,0.3639,0.4337,269.0,272.0,yes
COOBA,scikit-learn/scikit-learn,numpy/numpy,WP-large,0.0559006211180124,0.1304347826086956,0.2422360248447205,0.0888,0.1045,69.0,161.0,no
COOBA,scikit-learn/scikit-learn,numpy/numpy,CP-cold-start,0.0,0.0,0.0062111801242236,0.0026,0.0026,69.0,161.0,no
COOBA,scikit-learn/scikit-learn,numpy/numpy,CP-transfer,0.0124223602484472,0.1180124223602484,0.1490683229813664,0.0654,0.0695,69.0,161.0,no
